ID_Orden,ID_Equipo,Fecha,Tipo_Mantenimiento,Costo_Mantenimiento,Duracion_Horas,Ubicacion,Frecuencia de mantenimiento correctivo
13649,110,2023-12-11,Preventivo,621,2,Ubicacion_B,93
13650,110,2024-01-18,Preventivo,359,1,Ubicacion_B,93
13651,110,2024-02-19,Preventivo,743,2,Ubicacion_B,93
13652,110,2024-03-21,Preventivo,207,1,Ubicacion_B,93
13653,110,2024-04-25,Preventivo,974,2,Ubicacion_B,93
13654,110,2024-05-29,Preventivo,517,2,Ubicacion_B,93
13655,110,2024-07-06,Preventivo,351,2,Ubicacion_B,93
13656,110,2024-08-13,Preventivo,168,2,Ubicacion_B,93
13657,110,2024-09-17,Preventivo,375,1,Ubicacion_B,93
13658,110,2024-10-14,Preventivo,670,1,Ubicacion_B,93
13659,110,2024-11-10,Preventivo,588,1,Ubicacion_B,93
13660,110,2024-12-17,Preventivo,633,1,Ubicacion_B,93
13661,111,2021-01-05,Correctivo,1383,14,Ubicacion_A,77
13662,111,2021-03-05,Correctivo,1217,5,Ubicacion_A,77
13663,111,2021-03-11,Correctivo,845,8,Ubicacion_A,77
13664,111,2021-03-15,Correctivo,3151,4,Ubicacion_A,77
13665,111,2021-03-26,Correctivo,1480,22,Ubicacion_A,77
13666,111,2021-04-14,Correctivo,1548,18,Ubicacion_A,77
13667,111,2021-04-18,Correctivo,2279,17,Ubicacion_A,77
13668,111,2021-05-04,Correctivo,2263,18,Ubicacion_A,77
13669,111,2021-06-12,Correctivo,2196,24,Ubicacion_A,77
13670,111,2021-07-08,Correctivo,848,6,Ubicacion_A,77
13671,111,2021-07-22,Correctivo,1934,16,Ubicacion_A,77
13672,111,2021-08-22,Correctivo,1625,7,Ubicacion_A,77
13673,111,2021-08-23,Correctivo,4391,1,Ubicacion_A,77
13674,111,2021-08-27,Correctivo,2057,12,Ubicacion_A,77
13675,111,2021-09-21,Correctivo,3502,15,Ubicacion_A,77
13676,111,2021-10-06,Correctivo,1068,16,Ubicacion_A,77
13677,111,2021-11-21,Correctivo,3009,7,Ubicacion_A,77
13678,111,2021-12-03,Correctivo,3227,6,Ubicacion_A,77
13679,111,2021-12-07,Correctivo,1191,2,Ubicacion_A,77
13680,111,2021-12-22,Correctivo,3259,5,Ubicacion_A,77
13681,111,2022-02-21,Correctivo,1373,2,Ubicacion_A,77
13682,111,2022-03-30,Correctivo,2280,7,Ubicacion_A,77
13683,111,2022-04-08,Correctivo,1278,18,Ubicacion_A,77
13684,111,2022-04-09,Correctivo,1143,7,Ubicacion_A,77
13685,111,2022-04-13,Correctivo,3480,18,Ubicacion_A,77
13686,111,2022-04-15,Correctivo,2069,10,Ubicacion_A,77
13687,111,2022-05-05,Correctivo,4981,18,Ubicacion_A,77
13688,111,2022-05-24,Correctivo,4085,8,Ubicacion_A,77
13689,111,2022-06-25,Correctivo,4412,10,Ubicacion_A,77
13690,111,2022-07-02,Correctivo,4200,6,Ubicacion_A,77
13691,111,2022-07-08,Correctivo,2362,3,Ubicacion_A,77
13692,111,2022-07-09,Correctivo,2643,10,Ubicacion_A,77
13693,111,2022-08-06,Correctivo,1740,23,Ubicacion_A,77
13694,111,2022-08-16,Correctivo,2683,4,Ubicacion_A,77
13695,111,2022-09-21,Correctivo,4789,9,Ubicacion_A,77
13696,111,2022-10-04,Correctivo,3444,7,Ubicacion_A,77
13697,111,2022-10-10,Correctivo,4045,6,Ubicacion_A,77
13698,111,2022-10-24,Correctivo,2626,10,Ubicacion_A,77
13699,111,2022-10-28,Correctivo,2086,19,Ubicacion_A,77
13700,111,2022-11-14,Correctivo,4320,12,Ubicacion_A,77
13701,111,2023-03-02,Correctivo,1117,8,Ubicacion_A,77
13702,111,2023-03-05,Correctivo,823,20,Ubicacion_A,77
13703,111,2023-03-21,Correctivo,2036,12,Ubicacion_A,77
13704,111,2023-04-11,Correctivo,2838,16,Ubicacion_A,77
13705,111,2023-04-27,Correctivo,3258,16,Ubicacion_A,77
13706,111,2023-04-28,Correctivo,4362,6,Ubicacion_A,77
13707,111,2023-06-05,Correctivo,1730,12,Ubicacion_A,77
13708,111,2023-06-09,Correctivo,526,23,Ubicacion_A,77
13709,111,2023-06-13,Correctivo,3393,12,Ubicacion_A,77
13710,111,2023-06-18,Correctivo,3353,15,Ubicacion_A,77
13711,111,2023-06-30,Correctivo,3703,8,Ubicacion_A,77
13712,111,2023-07-03,Correctivo,1774,11,Ubicacion_A,77
13713,111,2023-07-15,Correctivo,3062,21,Ubicacion_A,77
13714,111,2023-08-08,Correctivo,4110,11,Ubicacion_A,77
13715,111,2023-08-16,Correctivo,1689,18,Ubicacion_A,77
13716,111,2023-09-14,Correctivo,2405,22,Ubicacion_A,77
13717,111,2023-09-16,Correctivo,2281,14,Ubicacion_A,77
13718,111,2023-09-22,Correctivo,1689,18,Ubicacion_A,77
13719,111,2023-10-08,Correctivo,2650,11,Ubicacion_A,77
13720,111,2023-10-20,Correctivo,657,20,Ubicacion_A,77
13721,111,2024-01-20,Correctivo,1330,18,Ubicacion_A,77
13722,111,2024-04-11,Correctivo,1293,18,Ubicacion_A,77
13723,111,2024-05-21,Correctivo,2711,24,Ubicacion_A,77
13724,111,2024-05-24,Correctivo,2805,17,Ubicacion_A,77
13725,111,2024-05-26,Correctivo,3407,3,Ubicacion_A,77
13726,111,2024-06-13,Correctivo,3320,3,Ubicacion_A,77
13727,111,2024-06-14,Correctivo,4277,18,Ubicacion_A,77
13728,111,2024-06-24,Correctivo,1516,21,Ubicacion_A,77
13729,111,2024-07-05,Correctivo,1003,1,Ubicacion_A,77
13730,111,2024-07-14,Correctivo,892,5,Ubicacion_A,77
13731,111,2024-07-15,Correctivo,1983,2,Ubicacion_A,77
13732,111,2024-08-02,Correctivo,3344,1,Ubicacion_A,77
13733,111,2024-08-11,Correctivo,1029,1,Ubicacion_A,77
13734,111,2024-10-12,Correctivo,1142,2,Ubicacion_A,77
13735,111,2024-11-03,Correctivo,2211,10,Ubicacion_A,77
13736,111,2024-11-07,Correctivo,3525,15,Ubicacion_A,77
13737,111,2024-12-12,Correctivo,587,16,Ubicacion_A,77
13738,111,2021-02-12,Preventivo,231,2,Ubicacion_A,77
13739,111,2021-03-21,Preventivo,904,2,Ubicacion_A,77
13740,111,2021-04-28,Preventivo,594,1,Ubicacion_A,77
13741,111,2021-06-01,Preventivo,504,1,Ubicacion_A,77
13742,111,2021-07-01,Preventivo,495,2,Ubicacion_A,77
13743,111,2021-08-13,Preventivo,971,1,Ubicacion_A,77
13744,111,2021-09-15,Preventivo,844,1,Ubicacion_A,77
13745,111,2021-10-18,Preventivo,144,1,Ubicacion_A,77
13746,111,2021-11-21,Preventivo,138,1,Ubicacion_A,77
13747,111,2021-12-31,Preventivo,593,1,Ubicacion_A,77
13748,111,2022-02-03,Preventivo,135,2,Ubicacion_A,77
13749,111,2022-03-14,Preventivo,410,2,Ubicacion_A,77
13750,111,2022-04-16,Preventivo,699,2,Ubicacion_A,77
13751,111,2022-05-15,Preventivo,413,2,Ubicacion_A,77
13752,111,2022-06-26,Preventivo,997,2,Ubicacion_A,77
13753,111,2022-07-29,Preventivo,788,2,Ubicacion_A,77
13754,111,2022-08-28,Preventivo,198,1,Ubicacion_A,77
13755,111,2022-10-01,Preventivo,375,1,Ubicacion_A,77
13756,111,2022-11-05,Preventivo,640,1,Ubicacion_A,77
13757,111,2022-12-10,Preventivo,243,1,Ubicacion_A,77
13758,111,2023-01-09,Preventivo,536,2,Ubicacion_A,77
13759,111,2023-02-20,Preventivo,775,2,Ubicacion_A,77
13760,111,2023-04-02,Preventivo,566,1,Ubicacion_A,77
13761,111,2023-05-14,Preventivo,981,2,Ubicacion_A,77
13762,111,2023-06-23,Preventivo,419,2,Ubicacion_A,77
13763,111,2023-07-30,Preventivo,844,2,Ubicacion_A,77
13764,111,2023-08-29,Preventivo,937,2,Ubicacion_A,77
13765,111,2023-10-05,Preventivo,568,1,Ubicacion_A,77
13766,111,2023-11-08,Preventivo,990,2,Ubicacion_A,77
13767,111,2023-12-10,Preventivo,396,1,Ubicacion_A,77
13768,111,2024-01-18,Preventivo,577,2,Ubicacion_A,77
13769,111,2024-02-29,Preventivo,134,1,Ubicacion_A,77
13770,111,2024-03-29,Preventivo,894,1,Ubicacion_A,77
13771,111,2024-05-02,Preventivo,127,2,Ubicacion_A,77
13772,111,2024-06-01,Preventivo,764,1,Ubicacion_A,77
13773,111,2024-07-01,Preventivo,212,2,Ubicacion_A,77
13774,111,2024-07-31,Preventivo,474,2,Ubicacion_A,77
13775,111,2024-09-07,Preventivo,698,1,Ubicacion_A,77
13776,111,2024-10-18,Preventivo,724,1,Ubicacion_A,77
13777,111,2024-11-19,Preventivo,342,2,Ubicacion_A,77
13778,111,2024-12-30,Preventivo,933,1,Ubicacion_A,77
13779,112,2021-01-15,Correctivo,629,10,Ubicacion_A,61
13780,112,2021-03-25,Correctivo,3388,18,Ubicacion_A,61
13781,112,2021-04-05,Correctivo,3028,20,Ubicacion_A,61
13782,112,2021-05-15,Correctivo,1869,11,Ubicacion_A,61
13783,112,2021-05-18,Correctivo,2961,15,Ubicacion_A,61
13784,112,2021-05-31,Correctivo,1691,13,Ubicacion_A,61
13785,112,2021-06-03,Correctivo,3082,21,Ubicacion_A,61
13786,112,2021-06-27,Correctivo,1104,22,Ubicacion_A,61
13787,112,2021-07-19,Correctivo,960,21,Ubicacion_A,61
13788,112,2021-07-23,Correctivo,816,16,Ubicacion_A,61
13789,112,2021-08-15,Correctivo,1571,8,Ubicacion_A,61
13790,112,2021-09-04,Correctivo,2545,17,Ubicacion_A,61
13791,112,2021-10-01,Correctivo,2389,4,Ubicacion_A,61
13792,112,2021-10-03,Correctivo,3206,17,Ubicacion_A,61
13793,112,2021-12-16,Correctivo,3065,9,Ubicacion_A,61
13794,112,2022-01-01,Correctivo,3286,3,Ubicacion_A,61
13795,112,2022-01-14,Correctivo,4432,24,Ubicacion_A,61
13796,112,2022-01-20,Correctivo,4348,12,Ubicacion_A,61
13797,112,2022-02-08,Correctivo,890,7,Ubicacion_A,61
13798,112,2022-03-05,Correctivo,3485,2,Ubicacion_A,61
13799,112,2022-03-07,Correctivo,3483,4,Ubicacion_A,61
13800,112,2022-03-14,Correctivo,2201,3,Ubicacion_A,61
13801,112,2022-06-09,Correctivo,2447,18,Ubicacion_A,61
13802,112,2022-06-30,Correctivo,3993,7,Ubicacion_A,61
13803,112,2022-07-03,Correctivo,3825,18,Ubicacion_A,61
13804,112,2022-07-19,Correctivo,2372,17,Ubicacion_A,61
13805,112,2022-08-01,Correctivo,3780,8,Ubicacion_A,61
13806,112,2022-08-30,Correctivo,4905,17,Ubicacion_A,61
13807,112,2022-09-16,Correctivo,1172,16,Ubicacion_A,61
13808,112,2022-11-30,Correctivo,3475,14,Ubicacion_A,61
13809,112,2023-01-11,Correctivo,810,10,Ubicacion_A,61
13810,112,2023-01-20,Correctivo,2525,7,Ubicacion_A,61
13811,112,2023-02-10,Correctivo,4955,8,Ubicacion_A,61
13812,112,2023-04-03,Correctivo,3836,7,Ubicacion_A,61
13813,112,2023-05-21,Correctivo,998,12,Ubicacion_A,61
13814,112,2023-06-08,Correctivo,844,7,Ubicacion_A,61
13815,112,2023-08-10,Correctivo,1136,13,Ubicacion_A,61
13816,112,2023-08-24,Correctivo,3379,15,Ubicacion_A,61
13817,112,2023-10-02,Correctivo,4159,24,Ubicacion_A,61
13818,112,2023-10-05,Correctivo,3485,14,Ubicacion_A,61
13819,112,2023-11-12,Correctivo,4481,12,Ubicacion_A,61
13820,112,2023-11-18,Correctivo,3145,5,Ubicacion_A,61
13821,112,2023-11-28,Correctivo,2048,2,Ubicacion_A,61
13822,112,2023-12-07,Correctivo,4109,13,Ubicacion_A,61
13823,112,2024-03-16,Correctivo,3719,12,Ubicacion_A,61
13824,112,2024-03-19,Correctivo,2849,12,Ubicacion_A,61
13825,112,2024-04-02,Correctivo,2783,19,Ubicacion_A,61
13826,112,2024-04-09,Correctivo,3161,5,Ubicacion_A,61
13827,112,2024-04-10,Correctivo,2150,10,Ubicacion_A,61
13828,112,2024-05-27,Correctivo,3066,24,Ubicacion_A,61
13829,112,2024-06-17,Correctivo,4043,22,Ubicacion_A,61
13830,112,2024-06-30,Correctivo,3669,9,Ubicacion_A,61
13831,112,2024-07-05,Correctivo,1435,6,Ubicacion_A,61
13832,112,2024-07-19,Correctivo,3464,23,Ubicacion_A,61
13833,112,2024-07-31,Correctivo,1589,1,Ubicacion_A,61
13834,112,2024-08-06,Correctivo,4919,8,Ubicacion_A,61
13835,112,2024-09-17,Correctivo,636,15,Ubicacion_A,61
13836,112,2024-09-19,Correctivo,2531,6,Ubicacion_A,61
13837,112,2024-10-26,Correctivo,2129,12,Ubicacion_A,61
13838,112,2024-11-14,Correctivo,3115,12,Ubicacion_A,61
13839,112,2024-12-09,Correctivo,3501,5,Ubicacion_A,61
13840,112,2021-01-24,Preventivo,580,2,Ubicacion_A,61
13841,112,2021-02-12,Preventivo,552,1,Ubicacion_A,61
13842,112,2021-03-02,Preventivo,926,1,Ubicacion_A,61
13843,112,2021-03-27,Preventivo,460,2,Ubicacion_A,61
13844,112,2021-04-22,Preventivo,797,1,Ubicacion_A,61
13845,112,2021-05-10,Preventivo,933,2,Ubicacion_A,61
13846,112,2021-05-30,Preventivo,307,2,Ubicacion_A,61
13847,112,2021-06-22,Preventivo,350,2,Ubicacion_A,61
13848,112,2021-07-10,Preventivo,864,1,Ubicacion_A,61
13849,112,2021-07-27,Preventivo,385,2,Ubicacion_A,61
13850,112,2021-08-14,Preventivo,640,1,Ubicacion_A,61
13851,112,2021-09-02,Preventivo,678,2,Ubicacion_A,61
13852,112,2021-09-27,Preventivo,713,1,Ubicacion_A,61
13853,112,2021-10-17,Preventivo,223,1,Ubicacion_A,61
13854,112,2021-11-05,Preventivo,157,1,Ubicacion_A,61
13855,112,2021-11-29,Preventivo,734,1,Ubicacion_A,61
13856,112,2021-12-25,Preventivo,151,1,Ubicacion_A,61
13857,112,2022-01-12,Preventivo,440,1,Ubicacion_A,61
13858,112,2022-02-05,Preventivo,846,2,Ubicacion_A,61
13859,112,2022-02-22,Preventivo,254,1,Ubicacion_A,61
13860,112,2022-03-18,Preventivo,592,2,Ubicacion_A,61
13861,112,2022-04-08,Preventivo,613,1,Ubicacion_A,61
13862,112,2022-05-04,Preventivo,818,1,Ubicacion_A,61
13863,112,2022-05-26,Preventivo,615,2,Ubicacion_A,61
13864,112,2022-06-18,Preventivo,354,2,Ubicacion_A,61
13865,112,2022-07-07,Preventivo,373,1,Ubicacion_A,61
13866,112,2022-08-01,Preventivo,389,2,Ubicacion_A,61
13867,112,2022-08-18,Preventivo,918,2,Ubicacion_A,61
13868,112,2022-09-12,Preventivo,502,1,Ubicacion_A,61
13869,112,2022-10-01,Preventivo,623,1,Ubicacion_A,61
13870,112,2022-10-18,Preventivo,110,2,Ubicacion_A,61
13871,112,2022-11-09,Preventivo,958,2,Ubicacion_A,61
13872,112,2022-12-03,Preventivo,224,2,Ubicacion_A,61
13873,112,2022-12-23,Preventivo,821,2,Ubicacion_A,61
13874,112,2023-01-15,Preventivo,675,2,Ubicacion_A,61
13875,112,2023-02-09,Preventivo,919,2,Ubicacion_A,61
13876,112,2023-03-03,Preventivo,680,1,Ubicacion_A,61
13877,112,2023-03-26,Preventivo,256,2,Ubicacion_A,61
13878,112,2023-04-17,Preventivo,947,2,Ubicacion_A,61
13879,112,2023-05-08,Preventivo,395,1,Ubicacion_A,61
13880,112,2023-06-01,Preventivo,456,2,Ubicacion_A,61
13881,112,2023-06-19,Preventivo,116,2,Ubicacion_A,61
13882,112,2023-07-10,Preventivo,244,2,Ubicacion_A,61
13883,112,2023-08-04,Preventivo,231,2,Ubicacion_A,61
13884,112,2023-08-27,Preventivo,565,1,Ubicacion_A,61
13885,112,2023-09-19,Preventivo,347,2,Ubicacion_A,61
13886,112,2023-10-10,Preventivo,431,2,Ubicacion_A,61
13887,112,2023-10-29,Preventivo,663,1,Ubicacion_A,61
13888,112,2023-11-23,Preventivo,540,1,Ubicacion_A,61
13889,112,2023-12-10,Preventivo,939,1,Ubicacion_A,61
13890,112,2023-12-31,Preventivo,696,2,Ubicacion_A,61
13891,112,2024-01-24,Preventivo,124,2,Ubicacion_A,61
13892,112,2024-02-10,Preventivo,977,2,Ubicacion_A,61
13893,112,2024-03-01,Preventivo,276,1,Ubicacion_A,61
13894,112,2024-03-20,Preventivo,317,1,Ubicacion_A,61
13895,112,2024-04-08,Preventivo,667,2,Ubicacion_A,61
13896,112,2024-05-01,Preventivo,951,1,Ubicacion_A,61
13897,112,2024-05-20,Preventivo,128,1,Ubicacion_A,61
13898,112,2024-06-09,Preventivo,769,2,Ubicacion_A,61
13899,112,2024-07-04,Preventivo,843,2,Ubicacion_A,61
13900,112,2024-07-28,Preventivo,949,1,Ubicacion_A,61
13901,112,2024-08-20,Preventivo,319,2,Ubicacion_A,61
13902,112,2024-09-09,Preventivo,649,1,Ubicacion_A,61
13903,112,2024-09-28,Preventivo,546,1,Ubicacion_A,61
13904,112,2024-10-20,Preventivo,911,1,Ubicacion_A,61
13905,112,2024-11-06,Preventivo,486,2,Ubicacion_A,61
13906,112,2024-12-02,Preventivo,297,1,Ubicacion_A,61
13907,112,2024-12-21,Preventivo,321,1,Ubicacion_A,61
13908,113,2021-01-07,Correctivo,1698,13,Ubicacion_D,72
13909,113,2021-04-18,Correctivo,3122,7,Ubicacion_D,72
13910,113,2021-04-25,Correctivo,4346,18,Ubicacion_D,72
13911,113,2021-04-28,Correctivo,1816,23,Ubicacion_D,72
13912,113,2021-06-21,Correctivo,4518,6,Ubicacion_D,72
13913,113,2021-07-25,Correctivo,2535,22,Ubicacion_D,72
13914,113,2021-07-30,Correctivo,1405,4,Ubicacion_D,72
13915,113,2021-08-28,Correctivo,1775,14,Ubicacion_D,72
13916,113,2021-09-03,Correctivo,573,4,Ubicacion_D,72
13917,113,2021-09-05,Correctivo,2580,18,Ubicacion_D,72
13918,113,2021-09-09,Correctivo,1954,11,Ubicacion_D,72
13919,113,2021-09-24,Correctivo,1517,3,Ubicacion_D,72
13920,113,2021-11-03,Correctivo,2876,17,Ubicacion_D,72
13921,113,2021-11-20,Correctivo,1823,23,Ubicacion_D,72
13922,113,2021-12-22,Correctivo,636,22,Ubicacion_D,72
13923,113,2022-01-01,Correctivo,3523,5,Ubicacion_D,72
13924,113,2022-01-02,Correctivo,855,8,Ubicacion_D,72
13925,113,2022-03-19,Correctivo,785,5,Ubicacion_D,72
13926,113,2022-05-06,Correctivo,2660,19,Ubicacion_D,72
13927,113,2022-05-07,Correctivo,1089,18,Ubicacion_D,72
13928,113,2022-06-12,Correctivo,3123,15,Ubicacion_D,72
13929,113,2022-06-19,Correctivo,2970,23,Ubicacion_D,72
13930,113,2022-07-18,Correctivo,3251,4,Ubicacion_D,72
13931,113,2022-07-26,Correctivo,3295,2,Ubicacion_D,72
13932,113,2022-07-31,Correctivo,2635,6,Ubicacion_D,72
13933,113,2022-08-10,Correctivo,2869,12,Ubicacion_D,72
13934,113,2022-08-13,Correctivo,2151,21,Ubicacion_D,72
13935,113,2022-08-18,Correctivo,2659,18,Ubicacion_D,72
13936,113,2022-08-25,Correctivo,1334,23,Ubicacion_D,72
13937,113,2022-08-30,Correctivo,1920,7,Ubicacion_D,72
13938,113,2022-09-23,Correctivo,3958,22,Ubicacion_D,72
13939,113,2022-10-22,Correctivo,3063,23,Ubicacion_D,72
13940,113,2022-10-27,Correctivo,3841,10,Ubicacion_D,72
13941,113,2022-11-25,Correctivo,2304,1,Ubicacion_D,72
13942,113,2022-12-01,Correctivo,1655,22,Ubicacion_D,72
13943,113,2022-12-11,Correctivo,3202,13,Ubicacion_D,72
13944,113,2023-01-01,Correctivo,4270,9,Ubicacion_D,72
13945,113,2023-01-19,Correctivo,2027,23,Ubicacion_D,72
13946,113,2023-01-31,Correctivo,1992,17,Ubicacion_D,72
13947,113,2023-02-11,Correctivo,663,3,Ubicacion_D,72
13948,113,2023-03-03,Correctivo,716,11,Ubicacion_D,72
13949,113,2023-03-20,Correctivo,4494,11,Ubicacion_D,72
13950,113,2023-04-10,Correctivo,906,22,Ubicacion_D,72
13951,113,2023-05-12,Correctivo,2874,7,Ubicacion_D,72
13952,113,2023-05-13,Correctivo,2501,23,Ubicacion_D,72
13953,113,2023-06-14,Correctivo,4112,15,Ubicacion_D,72
13954,113,2023-07-02,Correctivo,2332,15,Ubicacion_D,72
13955,113,2023-07-06,Correctivo,4410,16,Ubicacion_D,72
13956,113,2023-07-07,Correctivo,3506,7,Ubicacion_D,72
13957,113,2023-08-08,Correctivo,3824,10,Ubicacion_D,72
13958,113,2023-08-25,Correctivo,1093,4,Ubicacion_D,72
13959,113,2023-09-11,Correctivo,2189,9,Ubicacion_D,72
13960,113,2023-09-16,Correctivo,3503,12,Ubicacion_D,72
13961,113,2023-09-26,Correctivo,3046,8,Ubicacion_D,72
13962,113,2023-10-25,Correctivo,1106,7,Ubicacion_D,72
13963,113,2023-11-05,Correctivo,2787,16,Ubicacion_D,72
13964,113,2023-12-26,Correctivo,3419,2,Ubicacion_D,72
13965,113,2024-02-14,Correctivo,934,14,Ubicacion_D,72
13966,113,2024-04-23,Correctivo,1121,24,Ubicacion_D,72
13967,113,2024-04-30,Correctivo,1774,23,Ubicacion_D,72
13968,113,2024-06-14,Correctivo,2291,7,Ubicacion_D,72
13969,113,2024-06-27,Correctivo,4345,23,Ubicacion_D,72
13970,113,2024-07-19,Correctivo,4673,2,Ubicacion_D,72
13971,113,2024-08-04,Correctivo,3876,14,Ubicacion_D,72
13972,113,2024-08-05,Correctivo,1407,24,Ubicacion_D,72
13973,113,2024-08-28,Correctivo,3403,17,Ubicacion_D,72
13974,113,2024-08-31,Correctivo,4906,1,Ubicacion_D,72
13975,113,2024-09-10,Correctivo,1910,21,Ubicacion_D,72
13976,113,2024-09-14,Correctivo,4652,23,Ubicacion_D,72
13977,113,2024-10-04,Correctivo,3475,24,Ubicacion_D,72
13978,113,2024-10-27,Correctivo,4758,9,Ubicacion_D,72
13979,113,2024-12-18,Correctivo,3510,16,Ubicacion_D,72
13980,113,2021-02-13,Preventivo,333,1,Ubicacion_D,72
13981,113,2021-03-31,Preventivo,944,2,Ubicacion_D,72
13982,113,2021-05-13,Preventivo,308,2,Ubicacion_D,72
13983,113,2021-06-20,Preventivo,555,1,Ubicacion_D,72
13984,113,2021-07-21,Preventivo,978,2,Ubicacion_D,72
13985,113,2021-09-02,Preventivo,592,2,Ubicacion_D,72
13986,113,2021-10-11,Preventivo,792,2,Ubicacion_D,72
13987,113,2021-11-20,Preventivo,763,2,Ubicacion_D,72
13988,113,2021-12-30,Preventivo,980,2,Ubicacion_D,72
13989,113,2022-02-15,Preventivo,329,2,Ubicacion_D,72
13990,113,2022-03-26,Preventivo,508,2,Ubicacion_D,72
13991,113,2022-05-06,Preventivo,207,1,Ubicacion_D,72
13992,113,2022-06-13,Preventivo,186,2,Ubicacion_D,72
13993,113,2022-07-19,Preventivo,394,2,Ubicacion_D,72
13994,113,2022-08-20,Preventivo,258,1,Ubicacion_D,72
13995,113,2022-10-03,Preventivo,333,2,Ubicacion_D,72
13996,113,2022-11-07,Preventivo,871,2,Ubicacion_D,72
13997,113,2022-12-17,Preventivo,632,1,Ubicacion_D,72
13998,113,2023-01-29,Preventivo,250,1,Ubicacion_D,72
13999,113,2023-03-06,Preventivo,666,2,Ubicacion_D,72
14000,113,2023-04-07,Preventivo,724,1,Ubicacion_D,72
14001,113,2023-05-20,Preventivo,478,1,Ubicacion_D,72
14002,113,2023-07-05,Preventivo,397,1,Ubicacion_D,72
14003,113,2023-08-17,Preventivo,136,2,Ubicacion_D,72
14004,113,2023-09-28,Preventivo,742,2,Ubicacion_D,72
14005,113,2023-11-01,Preventivo,646,2,Ubicacion_D,72
14006,113,2023-12-15,Preventivo,181,2,Ubicacion_D,72
14007,113,2024-01-30,Preventivo,762,2,Ubicacion_D,72
14008,113,2024-03-14,Preventivo,613,1,Ubicacion_D,72
14009,113,2024-04-14,Preventivo,402,1,Ubicacion_D,72
14010,113,2024-05-18,Preventivo,368,2,Ubicacion_D,72
14011,113,2024-06-28,Preventivo,911,1,Ubicacion_D,72
14012,113,2024-08-03,Preventivo,205,2,Ubicacion_D,72
14013,113,2024-09-14,Preventivo,128,2,Ubicacion_D,72
14014,113,2024-10-25,Preventivo,328,2,Ubicacion_D,72
14015,113,2024-11-29,Preventivo,514,1,Ubicacion_D,72
14016,114,2021-01-05,Correctivo,4441,17,Ubicacion_A,70
14017,114,2021-03-29,Correctivo,520,8,Ubicacion_A,70
14018,114,2021-04-23,Correctivo,2776,10,Ubicacion_A,70
14019,114,2021-05-04,Correctivo,1547,24,Ubicacion_A,70
14020,114,2021-05-09,Correctivo,1019,15,Ubicacion_A,70
14021,114,2021-05-27,Correctivo,2368,6,Ubicacion_A,70
14022,114,2021-06-02,Correctivo,1605,16,Ubicacion_A,70
14023,114,2021-07-03,Correctivo,1894,11,Ubicacion_A,70
14024,114,2021-07-20,Correctivo,3811,17,Ubicacion_A,70
14025,114,2021-07-25,Correctivo,3345,4,Ubicacion_A,70
14026,114,2021-08-14,Correctivo,515,11,Ubicacion_A,70
14027,114,2021-08-18,Correctivo,2188,7,Ubicacion_A,70
14028,114,2021-08-22,Correctivo,2383,18,Ubicacion_A,70
14029,114,2021-08-29,Correctivo,4054,9,Ubicacion_A,70
14030,114,2021-09-11,Correctivo,2409,20,Ubicacion_A,70
14031,114,2021-10-05,Correctivo,2002,23,Ubicacion_A,70
14032,114,2021-10-08,Correctivo,3255,21,Ubicacion_A,70
14033,114,2021-11-18,Correctivo,4315,19,Ubicacion_A,70
14034,114,2021-12-27,Correctivo,2906,17,Ubicacion_A,70
14035,114,2022-01-06,Correctivo,2857,16,Ubicacion_A,70
14036,114,2022-01-17,Correctivo,1102,10,Ubicacion_A,70
14037,114,2022-01-19,Correctivo,2852,20,Ubicacion_A,70
14038,114,2022-04-08,Correctivo,2342,10,Ubicacion_A,70
14039,114,2022-05-05,Correctivo,4959,4,Ubicacion_A,70
14040,114,2022-05-26,Correctivo,3013,3,Ubicacion_A,70
14041,114,2022-07-30,Correctivo,725,6,Ubicacion_A,70
14042,114,2022-08-02,Correctivo,1754,6,Ubicacion_A,70
14043,114,2022-08-06,Correctivo,4569,8,Ubicacion_A,70
14044,114,2022-10-06,Correctivo,1148,16,Ubicacion_A,70
14045,114,2022-10-10,Correctivo,3368,19,Ubicacion_A,70
14046,114,2022-10-19,Correctivo,4183,12,Ubicacion_A,70
14047,114,2022-11-07,Correctivo,3224,4,Ubicacion_A,70
14048,114,2022-11-16,Correctivo,1725,7,Ubicacion_A,70
14049,114,2022-12-13,Correctivo,2666,15,Ubicacion_A,70
14050,114,2023-01-04,Correctivo,4857,20,Ubicacion_A,70
14051,114,2023-02-15,Correctivo,2369,23,Ubicacion_A,70
14052,114,2023-03-10,Correctivo,2667,15,Ubicacion_A,70
14053,114,2023-04-05,Correctivo,2471,7,Ubicacion_A,70
14054,114,2023-04-22,Correctivo,2917,4,Ubicacion_A,70
14055,114,2023-04-23,Correctivo,1435,4,Ubicacion_A,70
14056,114,2023-05-08,Correctivo,4825,6,Ubicacion_A,70
14057,114,2023-05-16,Correctivo,3592,5,Ubicacion_A,70
14058,114,2023-06-29,Correctivo,613,21,Ubicacion_A,70
14059,114,2023-07-20,Correctivo,2934,10,Ubicacion_A,70
14060,114,2023-08-29,Correctivo,1808,17,Ubicacion_A,70
14061,114,2023-10-30,Correctivo,3639,24,Ubicacion_A,70
14062,114,2023-11-27,Correctivo,1326,10,Ubicacion_A,70
